Day	Month	Year	Tmin(C)	Tmax(C)	Prcp(mm)	Et0(mm)
8	2	2015	21.32	22.90	3.39	3.97
9	2	2015	21.28	23.33	0.28	4.00
10	2	2015	21.40	25.23	4.92	4.18
11	2	2015	21.92	22.95	30.72	4.02
12	2	2015	19.63	24.32	11.82	3.93
13	2	2015	20.67	25.00	4.19	4.08
14	2	2015	20.83	25.30	3.63	4.12
15	2	2015	21.38	25.45	3.46	4.17
16	2	2015	22.02	24.30	34.80	4.12
17	2	2015	21.78	24.50	24.11	4.11
18	2	2015	20.85	22.88	11.71	3.88
19	2	2015	20.97	22.98	18.64	3.90
20	2	2015	21.00	24.35	4.99	4.01
21	2	2015	21.07	24.03	4.88	3.98
22	2	2015	20.22	24.17	4.43	3.92
23	2	2015	20.85	24.25	7.28	3.97
24	2	2015	20.27	25.23	1.60	4.00
25	2	2015	20.98	24.90	5.68	4.02
26	2	2015	21.85	24.40	17.19	4.05
27	2	2015	21.82	24.50	20.17	4.05
28	2	2015	22.45	24.02	27.09	4.05
1	3	2015	20.77	23.48	31.88	3.85
2	3	2015	22.00	25.10	8.92	4.09
3	3	2015	22.08	24.60	9.70	4.04
4	3	2015	22.05	24.45	5.55	4.02
5	3	2015	21.30	24.65	6.09	3.96
6	3	2015	20.00	25.52	2.85	3.92
7	3	2015	21.42	25.75	11.64	4.05
8	3	2015	21.85	25.13	7.88	4.02
9	3	2015	21.62	25.92	5.18	4.06
10	3	2015	21.50	26.45	5.23	4.09
11	3	2015	22.80	24.90	16.61	4.05
12	3	2015	22.85	25.02	34.34	4.06
13	3	2015	21.63	23.82	12.18	3.84
14	3	2015	22.05	23.68	11.51	3.85
15	3	2015	22.30	24.30	16.78	3.92
16	3	2015	21.65	24.62	13.54	3.88
17	3	2015	22.20	24.88	27.02	3.93
18	3	2015	20.98	24.37	15.03	3.78
19	3	2015	21.57	24.05	14.39	3.79
20	3	2015	21.95	24.55	7.75	3.85
21	3	2015	20.78	24.40	5.12	3.73
22	3	2015	21.00	24.25	8.25	3.72
23	3	2015	21.48	23.95	15.83	3.72
24	3	2015	22.32	24.10	16.09	3.79
25	3	2015	21.83	24.35	10.37	3.76
26	3	2015	21.85	23.65	12.07	3.69
27	3	2015	20.78	24.25	5.83	3.64
28	3	2015	21.45	26.10	4.90	3.83
29	3	2015	23.10	25.10	13.78	3.87
30	3	2015	21.90	25.23	55.97	3.76
31	3	2015	21.70	25.93	2.40	3.79
1	4	2015	21.73	25.25	13.13	3.72
2	4	2015	22.13	25.98	6.67	3.80
3	4	2015	21.07	24.75	9.94	3.60
4	4	2015	22.05	24.73	8.27	3.67
5	4	2015	21.70	22.70	69.72	3.47
6	4	2015	21.20	23.88	7.69	3.50
7	4	2015	21.32	24.13	4.13	3.52
8	4	2015	20.78	23.57	10.61	3.42
9	4	2015	21.23	24.67	2.98	3.52
10	4	2015	21.90	24.98	14.84	3.58
11	4	2015	21.50	24.88	2.20	3.53
12	4	2015	21.85	24.00	14.75	3.48
13	4	2015	20.15	24.70	5.16	3.39
14	4	2015	20.85	24.13	14.32	3.38
15	4	2015	21.88	24.28	12.92	3.45
16	4	2015	21.52	23.47	5.53	3.35
17	4	2015	20.98	24.72	13.13	3.39
18	4	2015	21.20	25.25	1.04	3.43
19	4	2015	20.85	26.18	0.09	3.46
20	4	2015	22.17	26.35	2.18	3.55
21	4	2015	21.90	26.10	10.09	3.50
22	4	2015	22.55	25.05	10.02	3.45
23	4	2015	22.15	23.55	50.57	3.30
24	4	2015	22.23	25.08	0.35	3.40
25	4	2015	22.23	25.57	1.36	3.42
26	4	2015	21.90	24.18	2.55	3.29
27	4	2015	21.45	24.20	8.21	3.24
28	4	2015	21.63	24.85	8.19	3.29
29	4	2015	21.60	24.40	3.13	3.24
30	4	2015	20.45	23.60	5.85	3.09
1	5	2015	20.50	24.75	0.45	3.16
2	5	2015	20.68	24.00	4.00	3.10
3	5	2015	21.25	22.55	3.76	3.03
4	5	2015	21.42	23.80	9.03	3.11
5	5	2015	19.60	23.73	1.90	2.97
6	5	2015	21.35	23.50	12.03	3.06
7	5	2015	20.90	23.18	3.02	3.00
8	5	2015	20.93	24.02	0.22	3.04
9	5	2015	21.00	24.12	0.35	3.04
10	5	2015	21.65	23.47	4.38	3.03
11	5	2015	20.40	21.75	3.30	2.82
12	5	2015	19.90	21.17	0.56	2.74
13	5	2015	19.42	22.62	7.04	2.79
14	5	2015	20.25	23.75	4.34	2.91
15	5	2015	20.70	22.70	6.76	2.86
16	5	2015	20.50	22.45	1.49	2.82
17	5	2015	20.72	23.88	0.24	2.92
18	5	2015	21.00	25.15	0.00	3.01
19	5	2015	20.60	24.60	0.76	2.93
20	5	2015	20.35	24.65	2.53	2.91
21	5	2015	20.17	24.38	0.73	2.87
22	5	2015	20.40	24.98	0.15	2.92
23	5	2015	20.43	24.62	0.00	2.88
24	5	2015	20.05	21.92	4.08	2.68
25	5	2015	19.23	24.23	0.00	2.76
26	5	2015	19.95	25.37	0.00	2.88
27	5	2015	18.38	25.00	0.00	2.74
28	5	2015	20.60	23.57	1.36	2.79
29	5	2015	19.65	23.48	0.26	2.71
30	5	2015	19.50	24.07	0.71	2.73
31	5	2015	20.92	25.17	1.77	2.89
1	6	2015	21.30	24.42	0.22	2.85
2	6	2015	20.95	24.15	3.43	2.81
3	6	2015	21.60	25.07	4.19	2.90
4	6	2015	20.73	25.13	0.41	2.84
5	6	2015	20.12	24.82	0.17	2.78
6	6	2015	18.60	24.85	0.00	2.68
7	6	2015	18.53	24.78	0.00	2.67
8	6	2015	19.25	24.42	0.00	2.69
9	6	2015	20.10	25.40	0.11	2.80
10	6	2015	19.25	25.25	0.00	2.73
11	6	2015	19.48	25.05	0.00	2.73
12	6	2015	18.33	25.70	0.00	2.70
13	6	2015	17.28	24.38	0.00	2.55
14	6	2015	17.73	24.93	0.00	2.61
15	6	2015	17.45	25.68	0.00	2.63
16	6	2015	19.27	24.63	0.09	2.68
17	6	2015	18.33	25.27	0.00	2.66
18	6	2015	18.98	24.65	0.76	2.66
19	6	2015	15.90	18.35	0.76	2.09
20	6	2015	16.07	20.72	0.22	2.24
21	6	2015	18.35	23.38	0.13	2.54
22	6	2015	17.92	24.17	0.00	2.56
23	6	2015	18.15	24.35	0.00	2.59
24	6	2015	18.83	24.17	0.00	2.62
25	6	2015	17.92	23.85	0.00	2.55
26	6	2015	17.53	24.35	0.00	2.55
27	6	2015	20.40	25.57	0.00	2.81
28	6	2015	17.50	25.00	0.00	2.60
29	6	2015	16.67	23.38	0.00	2.45
30	6	2015	17.57	24.15	0.00	2.55
1	7	2015	17.33	24.93	0.00	2.59
2	7	2015	17.07	24.80	0.00	2.57
3	7	2015	16.40	24.45	0.00	2.51
4	7	2015	19.03	21.50	0.22	2.49
5	7	2015	17.30	23.48	0.22	2.51
6	7	2015	17.75	24.18	0.00	2.59
7	7	2015	19.27	22.80	1.49	2.60
8	7	2015	19.10	23.07	3.41	2.61
9	7	2015	19.07	23.82	0.06	2.66
10	7	2015	19.20	25.15	0.00	2.76
11	7	2015	20.45	26.67	0.00	2.94
12	7	2015	21.63	26.57	0.11	3.01
13	7	2015	19.77	25.95	0.00	2.87
14	7	2015	19.10	26.82	0.00	2.89
15	7	2015	19.70	25.65	0.00	2.86
16	7	2015	19.40	25.68	0.00	2.85
17	7	2015	19.03	25.07	0.00	2.79
18	7	2015	19.05	25.50	0.02	2.83
19	7	2015	17.45	24.32	0.00	2.66
20	7	2015	16.55	25.13	0.00	2.66
21	7	2015	20.13	22.67	0.09	2.75
22	7	2015	17.83	22.93	0.13	2.62
23	7	2015	18.85	25.83	0.00	2.88
24	7	2015	19.88	26.17	0.00	2.98
25	7	2015	20.03	25.17	0.11	2.94
26	7	2015	17.80	25.20	0.06	2.81
27	7	2015	18.10	26.57	0.00	2.93
28	7	2015	17.70	26.35	0.00	2.89
29	7	2015	19.30	27.45	0.00	3.08
30	7	2015	19.27	27.48	0.00	3.10
31	7	2015	18.00	26.17	0.00	2.94
1	8	2015	18.20	26.78	0.00	3.00
2	8	2015	18.05	25.87	0.00	2.94
3	8	2015	17.50	26.70	0.00	2.97
4	8	2015	19.98	27.67	0.00	3.22
5	8	2015	20.12	27.82	0.00	3.25
6	8	2015	21.57	28.50	0.00	3.41
7	8	2015	21.45	29.18	0.00	3.46
8	8	2015	20.75	28.90	0.00	3.41
9	8	2015	21.15	28.50	0.00	3.42
10	8	2015	20.05	28.55	0.00	3.36
11	8	2015	20.43	27.65	0.00	3.34
12	8	2015	19.87	28.43	0.00	3.37
13	8	2015	19.20	27.60	0.00	3.28
14	8	2015	17.98	26.75	0.00	3.15
15	8	2015	18.98	27.45	0.00	3.28
16	8	2015	19.40	28.15	0.00	3.38
17	8	2015	20.43	28.42	0.00	3.48
18	8	2015	22.67	30.35	0.00	3.80
19	8	2015	23.13	29.12	0.00	3.76
20	8	2015	22.83	29.73	0.00	3.80
21	8	2015	24.30	30.80	0.00	4.00
22	8	2015	23.52	31.75	0.00	4.03
23	8	2015	23.95	31.45	0.00	4.05
24	8	2015	23.45	31.40	0.00	4.03
25	8	2015	23.28	31.85	0.00	4.07
26	8	2015	24.00	30.68	0.00	4.05
27	8	2015	23.88	29.20	0.13	3.95
28	8	2015	21.70	27.77	0.09	3.70
29	8	2015	23.88	29.45	0.00	4.00
30	8	2015	25.50	31.80	0.00	4.32
31	8	2015	25.42	31.80	0.00	4.33
1	9	2015	23.45	32.38	0.00	4.24
2	9	2015	25.35	32.82	0.00	4.44
3	9	2015	22.23	32.93	0.00	4.23
4	9	2015	23.90	32.32	0.00	4.33
5	9	2015	25.93	31.95	0.00	4.47
6	9	2015	26.45	33.40	0.00	4.64
7	9	2015	26.70	31.55	1.86	4.53
8	9	2015	25.40	31.13	0.82	4.42
9	9	2015	26.95	32.03	0.32	4.63
10	9	2015	25.85	32.92	0.28	4.63
11	9	2015	27.70	33.53	0.00	4.84
12	9	2015	22.15	28.75	0.02	4.04
13	9	2015	20.70	28.05	0.00	3.88
14	9	2015	23.90	31.15	0.00	4.40
15	9	2015	25.03	32.02	0.02	4.57
16	9	2015	25.55	32.98	0.00	4.71
17	9	2015	24.82	33.20	0.00	4.69
18	9	2015	24.08	32.90	0.00	4.62
19	9	2015	26.48	34.15	0.00	4.93
20	9	2015	25.60	34.95	0.00	4.94
21	9	2015	27.27	32.90	0.00	4.92
22	9	2015	29.05	34.05	0.00	5.18
23	9	2015	26.95	32.30	0.00	4.88
24	9	2015	27.32	33.25	0.00	5.00
25	9	2015	26.83	33.03	0.00	4.96
26	9	2015	24.97	30.93	0.80	4.64
27	9	2015	24.30	33.20	0.11	4.79
28	9	2015	24.72	30.82	1.25	4.64
29	9	2015	22.30	27.65	20.50	4.19
30	9	2015	23.53	29.73	0.04	4.48
1	10	2015	23.57	29.75	3.65	4.49
2	10	2015	25.02	30.17	5.25	4.66
3	10	2015	24.35	30.82	3.82	4.67
4	10	2015	24.35	28.98	0.22	4.53
5	10	2015	24.40	31.23	0.00	4.74
6	10	2015	25.73	33.33	0.00	5.04
7	10	2015	25.63	30.90	0.11	4.83
8	10	2015	25.80	32.20	0.00	4.97
9	10	2015	24.88	28.40	0.13	4.58
10	10	2015	22.40	27.90	6.13	4.33
11	10	2015	19.75	21.63	4.19	3.57
12	10	2015	17.60	20.00	0.65	3.25
13	10	2015	19.28	27.23	0.00	4.03
14	10	2015	23.85	30.57	0.00	4.72
15	10	2015	26.35	32.45	0.00	5.11
16	10	2015	25.83	34.73	0.00	5.28
17	10	2015	27.25	34.05	0.00	5.35
18	10	2015	28.53	34.68	0.00	5.53
19	10	2015	28.40	34.73	0.02	5.53
20	10	2015	27.85	33.57	0.00	5.39
21	10	2015	27.05	32.90	0.00	5.27
22	10	2015	26.30	34.75	0.00	5.37
23	10	2015	26.73	35.25	0.00	5.46
24	10	2015	25.23	32.57	3.95	5.10
25	10	2015	25.53	31.25	0.22	5.02
26	10	2015	25.88	31.27	0.15	5.06
27	10	2015	23.20	29.23	6.00	4.65
28	10	2015	24.18	27.77	16.11	4.61
29	10	2015	22.67	25.60	5.21	4.29
30	10	2015	22.25	27.10	3.72	4.39
31	10	2015	22.92	28.05	4.45	4.54
1	11	2015	22.38	28.15	22.46	4.50
2	11	2015	22.00	23.27	142.24	4.04
3	11	2015	21.60	25.88	4.43	4.24
4	11	2015	23.48	26.75	4.67	4.49
5	11	2015	22.92	26.83	9.74	4.45
6	11	2015	21.25	24.25	6.48	4.08
7	11	2015	22.18	26.77	4.15	4.39
8	11	2015	24.28	29.90	0.00	4.86
9	11	2015	25.45	31.20	0.00	5.09
10	11	2015	24.47	31.55	0.00	5.04
11	11	2015	26.02	32.48	0.00	5.26
12	11	2015	25.40	31.52	0.00	5.12
13	11	2015	23.38	27.85	4.97	4.61
14	11	2015	23.30	29.07	0.02	4.72
15	11	2015	24.05	29.55	0.00	4.83
16	11	2015	24.62	30.23	1.08	4.95
17	11	2015	22.53	28.32	0.39	4.59
18	11	2015	24.50	29.33	0.09	4.86
19	11	2015	23.90	29.15	2.29	4.79
20	11	2015	24.03	29.85	18.17	4.87
21	11	2015	21.32	25.47	288.36	4.23
22	11	2015	22.67	26.50	4.19	4.45
23	11	2015	23.40	26.95	8.01	4.56
24	11	2015	23.73	27.07	6.00	4.60
25	11	2015	23.75	27.13	7.19	4.61
26	11	2015	23.60	27.63	3.48	4.64
27	11	2015	24.12	29.33	0.00	4.85
28	11	2015	24.40	28.28	3.56	4.78
29	11	2015	23.45	26.85	15.23	4.56
30	11	2015	23.28	27.25	8.66	4.59
1	12	2015	23.32	27.65	4.64	4.63
2	12	2015	22.95	26.88	4.49	4.53
3	12	2015	23.25	28.23	0.00	4.68
4	12	2015	24.20	28.20	3.18	4.76
5	12	2015	23.13	26.67	15.23	4.53
6	12	2015	22.55	25.55	18.86	4.37
7	12	2015	21.85	24.48	101.11	4.21
8	12	2015	22.30	26.60	3.33	4.45
9	12	2015	23.03	27.20	6.52	4.57
10	12	2015	23.22	26.63	5.68	4.54
11	12	2015	23.50	28.65	2.57	4.75
12	12	2015	23.15	29.17	0.56	4.76
13	12	2015	24.13	29.08	2.16	4.84
14	12	2015	22.65	26.53	8.90	4.48
15	12	2015	22.90	27.30	5.36	4.57
16	12	2015	22.30	27.90	2.57	4.57
17	12	2015	22.52	28.40	1.88	4.64
18	12	2015	23.10	28.60	1.12	4.71
19	12	2015	22.93	27.25	5.14	4.57
20	12	2015	22.90	28.07	4.28	4.64
21	12	2015	21.78	26.45	8.36	4.39
22	12	2015	21.80	24.15	26.05	4.19
23	12	2015	22.07	24.87	9.59	4.28
24	12	2015	21.48	26.05	1.19	4.33
25	12	2015	22.13	26.65	2.53	4.45
26	12	2015	22.58	27.48	3.87	4.56
27	12	2015	22.28	27.65	1.56	4.55
28	12	2015	23.60	28.85	0.26	4.78
29	12	2015	23.82	26.75	1.92	4.61
30	12	2015	22.77	25.62	6.44	4.41
31	12	2015	22.75	26.12	19.59	4.46
1	1	2016	22.42	26.95	6.78	4.50
2	1	2016	22.90	25.32	10.39	4.40
3	1	2016	21.90	24.20	10.48	4.20
4	1	2016	22.30	24.98	30.28	4.31
5	1	2016	22.77	24.27	28.17	4.29
6	1	2016	23.05	25.88	12.48	4.46
7	1	2016	22.73	25.65	23.24	4.41
8	1	2016	23.10	26.70	3.46	4.54
9	1	2016	22.90	25.45	8.47	4.41
10	1	2016	22.05	22.97	44.84	4.10
11	1	2016	22.73	24.78	4.64	4.33
12	1	2016	23.40	26.18	9.81	4.52
13	1	2016	23.02	25.15	4.21	4.39
14	1	2016	22.82	25.28	5.42	4.38
15	1	2016	22.63	24.92	19.61	4.33
16	1	2016	22.62	24.75	8.01	4.31
17	1	2016	22.70	24.58	7.78	4.30
18	1	2016	23.42	25.05	16.83	4.41
19	1	2016	22.95	24.13	74.76	4.28
20	1	2016	22.20	26.00	6.35	4.38
21	1	2016	20.80	25.10	1.86	4.17
22	1	2016	21.45	26.98	2.44	4.40
23	1	2016	22.05	25.50	9.66	4.32
24	1	2016	22.63	25.48	11.90	4.37
25	1	2016	23.55	26.33	4.73	4.53
26	1	2016	23.20	24.53	85.64	4.33
27	1	2016	21.98	23.40	34.50	4.11
28	1	2016	21.65	24.30	4.30	4.16
29	1	2016	22.38	25.10	23.22	4.30
30	1	2016	22.45	23.55	46.70	4.16
31	1	2016	21.43	22.20	34.82	3.95
1	2	2016	20.85	23.92	0.89	4.05
2	2	2016	21.42	25.90	2.22	4.27
3	2	2016	21.20	25.82	1.25	4.24
4	2	2016	22.12	26.32	3.80	4.37
5	2	2016	22.02	25.82	4.60	4.31
6	2	2016	21.63	25.48	7.37	4.24
7	2	2016	22.35	26.00	1.49	4.35
8	2	2016	21.85	25.73	6.13	4.27
9	2	2016	22.15	25.57	12.57	4.28
10	2	2016	21.85	25.28	14.64	4.23
11	2	2016	20.35	26.83	0.00	4.23
12	2	2016	21.95	27.30	0.00	4.41
13	2	2016	22.93	28.00	0.00	4.55
14	2	2016	23.48	26.57	10.30	4.47
15	2	2016	23.03	25.40	7.80	4.32
16	2	2016	22.62	24.50	14.00	4.19
17	2	2016	22.35	25.60	0.78	4.26
18	2	2016	23.25	27.45	5.29	4.50
19	2	2016	22.65	27.70	1.60	4.46
20	2	2016	23.07	27.00	4.49	4.43
21	2	2016	22.38	25.85	5.88	4.26
22	2	2016	22.28	25.05	0.63	4.17
23	2	2016	22.12	26.15	0.37	4.25
24	2	2016	23.03	26.07	7.43	4.32
25	2	2016	21.98	23.20	7.52	3.96
26	2	2016	21.93	25.25	5.25	4.13
27	2	2016	22.65	25.27	9.42	4.19
28	2	2016	22.82	26.67	0.95	4.32
29	2	2016	23.23	26.90	2.61	4.36
1	3	2016	23.65	27.35	3.65	4.43
2	3	2016	23.22	26.78	12.64	4.33
3	3	2016	22.32	25.83	9.18	4.16
4	3	2016	22.32	24.75	10.67	4.06
5	3	2016	22.13	23.20	56.10	3.90
6	3	2016	22.15	24.87	13.22	4.04
7	3	2016	22.18	25.93	28.27	4.12
8	3	2016	23.23	25.45	44.56	4.16
9	3	2016	23.18	24.35	92.28	4.05
10	3	2016	21.75	23.90	58.04	3.88
11	3	2016	20.92	22.32	9.14	3.67
12	3	2016	20.57	22.30	0.15	3.62
13	3	2016	21.68	24.50	3.30	3.89
14	3	2016	22.35	23.80	33.39	3.88
15	3	2016	22.03	24.38	15.31	3.89
16	3	2016	22.23	25.32	8.34	3.97
17	3	2016	22.82	25.83	8.21	4.05
18	3	2016	23.05	25.42	0.02	4.02
19	3	2016	21.15	23.02	52.47	3.65
20	3	2016	21.70	25.57	7.15	3.90
21	3	2016	22.07	26.00	7.24	3.95
22	3	2016	21.88	25.92	7.56	3.92
23	3	2016	21.75	25.22	11.71	3.83
24	3	2016	22.00	24.87	5.42	3.81
25	3	2016	22.80	24.55	12.46	3.84
26	3	2016	21.55	23.17	6.89	3.61
27	3	2016	21.55	24.15	10.11	3.68
28	3	2016	21.55	23.63	94.89	3.62
29	3	2016	21.85	24.50	3.93	3.70
30	3	2016	22.45	26.10	3.50	3.86
31	3	2016	22.82	27.80	2.46	4.01
1	4	2016	22.00	27.65	0.00	3.92
2	4	2016	21.85	26.53	1.90	3.81
3	4	2016	22.03	27.58	3.37	3.89
4	4	2016	21.85	27.17	0.43	3.83
5	4	2016	22.67	26.70	3.20	3.84
6	4	2016	22.90	27.88	0.00	3.93
7	4	2016	23.05	28.32	0.06	3.96
8	4	2016	23.32	28.18	2.16	3.95
9	4	2016	23.40	27.00	6.20	3.85
10	4	2016	22.98	27.67	2.33	3.86
11	4	2016	23.15	25.88	13.31	3.72
12	4	2016	21.93	25.17	8.88	3.56
13	4	2016	22.30	26.00	1.99	3.63
14	4	2016	21.60	26.08	4.56	3.57
15	4	2016	21.60	26.38	0.00	3.57
16	4	2016	21.37	26.82	0.00	3.58
17	4	2016	21.30	27.03	0.00	3.57
18	4	2016	21.13	26.88	0.00	3.53
19	4	2016	20.43	27.27	0.00	3.49
20	4	2016	21.07	27.85	0.00	3.57
21	4	2016	22.35	28.05	0.00	3.66
22	4	2016	23.48	28.30	0.00	3.74
23	4	2016	21.20	27.85	0.00	3.53
24	4	2016	22.53	27.85	0.00	3.61
25	4	2016	23.00	28.00	1.10	3.64
26	4	2016	21.68	25.92	29.74	3.38
27	4	2016	12.00	13.95	8.88	1.83
28	4	2016	12.52	16.62	0.00	2.05
29	4	2016	14.42	19.03	0.00	2.34
30	4	2016	15.88	19.70	0.00	2.48
1	5	2016	14.28	20.33	0.00	2.40
2	5	2016	17.73	23.70	0.00	2.87
3	5	2016	21.05	25.70	0.00	3.22
4	5	2016	20.48	25.23	0.00	3.13
5	5	2016	21.18	26.75	0.00	3.27
6	5	2016	19.75	26.88	0.00	3.17
7	5	2016	21.58	27.25	0.39	3.31
8	5	2016	20.05	26.30	0.00	3.13
9	5	2016	21.55	26.37	0.00	3.22
10	5	2016	20.82	26.45	1.34	3.16
11	5	2016	22.15	26.77	0.00	3.26
12	5	2016	21.70	25.40	0.43	3.13
13	5	2016	21.55	23.77	0.30	3.00
14	5	2016	21.02	25.53	0.30	3.07
15	5	2016	21.35	27.40	0.00	3.20
16	5	2016	23.53	27.07	1.43	3.31
17	5	2016	21.35	23.95	0.28	2.95
18	5	2016	19.90	21.80	0.26	2.71
19	5	2016	18.77	23.00	0.35	2.70
20	5	2016	20.35	26.03	0.00	2.99
21	5	2016	21.88	24.57	5.57	2.98
22	5	2016	19.85	22.53	0.39	2.71
23	5	2016	16.25	18.10	1.10	2.19
24	5	2016	15.63	19.55	0.15	2.24
25	5	2016	16.90	22.95	0.24	2.53
26	5	2016	20.00	26.18	0.00	2.92
27	5	2016	20.68	24.13	3.74	2.83
28	5	2016	20.05	21.98	0.73	2.64
29	5	2016	18.20	20.68	0.41	2.44
30	5	2016	18.48	24.02	0.17	2.66
31	5	2016	20.70	26.73	1.14	2.96
1	6	2016	21.35	26.40	0.78	2.97
2	6	2016	21.12	27.35	0.63	3.01
3	6	2016	20.60	26.42	0.13	2.92
4	6	2016	20.30	25.92	2.83	2.86
5	6	2016	20.93	26.10	2.33	2.91
6	6	2016	19.73	26.38	0.00	2.84
7	6	2016	20.20	23.50	0.17	2.69
8	6	2016	18.00	20.08	0.60	2.34
9	6	2016	16.15	18.57	0.17	2.13
10	6	2016	16.42	19.77	0.04	2.22
11	6	2016	15.30	19.05	0.35	2.10
12	6	2016	14.67	19.33	0.00	2.08
13	6	2016	14.90	21.37	0.00	2.22
14	6	2016	17.35	23.85	0.00	2.52
15	6	2016	19.87	25.90	0.00	2.79
16	6	2016	20.43	26.97	0.00	2.89
17	6	2016	20.05	25.20	0.00	2.76
18	6	2016	19.55	24.80	0.00	2.70
19	6	2016	17.68	23.35	0.19	2.50
20	6	2016	17.05	21.98	0.26	2.38
21	6	2016	16.02	19.83	0.30	2.18
22	6	2016	16.00	20.02	0.09	2.19
23	6	2016	16.48	22.50	0.15	2.38
24	6	2016	18.10	25.57	0.00	2.66
25	6	2016	17.18	25.63	0.00	2.61
26	6	2016	18.05	24.98	0.00	2.63
27	6	2016	17.95	24.60	0.00	2.60
28	6	2016	18.92	24.88	0.00	2.68
29	6	2016	17.85	25.15	0.00	2.63
30	6	2016	17.05	25.28	0.00	2.59
1	7	2016	17.35	25.23	0.00	2.61
2	7	2016	15.55	24.53	0.00	2.46
3	7	2016	15.60	24.02	0.00	2.44
4	7	2016	16.47	24.48	0.00	2.52
5	7	2016	16.90	24.72	0.00	2.57
6	7	2016	18.17	24.95	0.00	2.67
7	7	2016	17.50	24.13	0.00	2.58
8	7	2016	17.78	25.90	0.00	2.71
9	7	2016	16.27	25.78	0.00	2.62
10	7	2016	17.17	26.78	0.00	2.74
11	7	2016	17.35	26.98	0.00	2.77
12	7	2016	18.82	27.87	0.00	2.93
13	7	2016	19.32	27.53	0.00	2.94
14	7	2016	18.85	27.15	0.00	2.90
15	7	2016	17.10	27.67	0.00	2.83
16	7	2016	19.43	27.28	0.00	2.96
17	7	2016	16.18	22.23	0.00	2.44
18	7	2016	16.10	24.18	0.00	2.57
19	7	2016	17.80	22.90	0.00	2.60
20	7	2016	16.70	23.63	0.00	2.59
21	7	2016	17.73	24.85	0.00	2.74
22	7	2016	18.07	25.55	0.00	2.82
23	7	2016	17.38	27.12	0.00	2.88
24	7	2016	16.80	27.40	0.00	2.87
25	7	2016	19.57	27.50	0.00	3.07
26	7	2016	18.70	26.92	0.00	2.99
27	7	2016	19.95	26.25	0.00	3.04
28	7	2016	20.13	27.23	0.00	3.12
29	7	2016	19.88	27.78	0.00	3.16
30	7	2016	17.38	27.23	0.00	2.96
31	7	2016	18.80	27.03	0.00	3.06
1	8	2016	18.23	27.20	0.00	3.04
2	8	2016	18.70	27.75	0.00	3.12
3	8	2016	18.90	27.88	0.00	3.16
4	8	2016	17.23	27.88	0.00	3.06
5	8	2016	19.65	28.38	0.00	3.27
6	8	2016	21.43	29.48	0.00	3.48
7	8	2016	20.75	29.73	0.00	3.46
8	8	2016	21.20	29.73	0.00	3.51
9	8	2016	21.15	28.28	0.00	3.42
10	8	2016	20.62	26.75	0.00	3.29
11	8	2016	20.10	28.20	0.00	3.37
12	8	2016	21.78	30.00	0.00	3.63
13	8	2016	23.62	31.25	0.00	3.86
14	8	2016	24.42	31.73	0.00	3.97
15	8	2016	24.43	30.60	0.00	3.91
16	8	2016	24.20	30.75	1.10	3.92
17	8	2016	23.23	29.77	2.42	3.80
18	8	2016	24.00	30.90	0.02	3.95
19	8	2016	24.20	32.17	0.02	4.07
20	8	2016	24.42	30.73	2.05	4.00
21	8	2016	19.25	22.27	4.21	3.03
22	8	2016	15.28	20.63	0.00	2.63
23	8	2016	17.30	24.93	0.00	3.10
24	8	2016	21.45	29.90	0.00	3.79
25	8	2016	23.63	30.45	0.00	4.01
26	8	2016	24.42	30.95	0.00	4.12
27	8	2016	23.58	31.35	0.00	4.11
28	8	2016	25.30	30.17	0.24	4.16
29	8	2016	22.65	28.70	0.86	3.87
30	8	2016	17.68	22.07	4.13	3.01
31	8	2016	17.60	23.88	0.13	3.15
1	9	2016	20.70	27.18	1.45	3.65
2	9	2016	21.67	27.85	3.26	3.79
3	9	2016	20.00	24.00	1.81	3.38
4	9	2016	14.75	17.35	0.24	2.48
5	9	2016	13.35	17.12	0.39	2.36
6	9	2016	13.33	15.65	0.15	2.26
7	9	2016	15.12	20.40	0.09	2.78
8	9	2016	19.03	25.07	0.00	3.46
9	9	2016	22.38	28.60	0.00	4.01
10	9	2016	25.92	31.55	0.00	4.54
11	9	2016	25.60	32.73	0.00	4.63
12	9	2016	25.73	33.00	0.00	4.68
13	9	2016	26.85	31.95	0.00	4.70
14	9	2016	25.18	30.88	1.56	4.49
15	9	2016	23.97	31.00	0.04	4.42
16	9	2016	24.32	31.58	0.00	4.51
17	9	2016	26.28	32.77	0.00	4.78
18	9	2016	25.93	31.38	0.11	4.66
19	9	2016	24.05	30.07	1.56	4.41
20	9	2016	23.32	28.58	1.06	4.25
21	9	2016	25.17	30.38	0.06	4.56
22	9	2016	25.02	31.88	1.64	4.69
23	9	2016	23.38	27.05	3.00	4.16
24	9	2016	21.40	24.35	6.57	3.79
25	9	2016	22.10	26.95	1.17	4.08
26	9	2016	23.30	29.30	0.00	4.38
27	9	2016	22.35	27.48	2.68	4.16
28	9	2016	22.70	30.05	0.00	4.42
29	9	2016	26.32	32.80	0.76	4.97
30	9	2016	26.60	31.50	0.93	4.90
1	10	2016	24.85	31.20	0.56	4.74
2	10	2016	23.85	30.00	11.51	4.56
3	10	2016	26.47	30.82	0.09	4.87
4	10	2016	23.55	29.00	18.25	4.47
5	10	2016	22.48	26.95	9.61	4.22
