Day	Month	Year	Tmin(C)	Tmax(C)	Prcp(mm)	Et0(mm)
12	6	2013	19.57	25.23	0.00	2.74
13	6	2013	19.72	25.25	0.00	2.75
14	6	2013	18.33	24.95	0.00	2.64
15	6	2013	17.00	24.52	0.00	2.54
16	6	2013	17.75	24.78	0.00	2.59
17	6	2013	19.25	25.82	0.00	2.75
18	6	2013	19.20	26.57	0.00	2.79
19	6	2013	19.18	25.85	0.00	2.74
20	6	2013	19.10	25.55	0.00	2.72
21	6	2013	21.20	25.60	0.37	2.85
22	6	2013	20.32	24.45	0.45	2.73
23	6	2013	20.32	26.28	0.00	2.84
24	6	2013	20.82	27.08	0.00	2.92
25	6	2013	19.20	26.50	0.00	2.79
26	6	2013	20.23	25.77	0.00	2.81
27	6	2013	21.02	26.20	1.75	2.88
28	6	2013	19.75	25.82	0.00	2.78
29	6	2013	19.78	26.12	0.00	2.81
30	6	2013	21.15	26.57	0.02	2.92
1	7	2013	21.40	26.80	5.90	2.95
2	7	2013	19.75	23.60	0.67	2.66
3	7	2013	19.58	24.48	0.22	2.71
4	7	2013	18.70	25.93	0.00	2.75
5	7	2013	18.03	24.93	0.00	2.65
6	7	2013	17.35	24.83	0.00	2.60
7	7	2013	18.52	25.40	0.00	2.72
8	7	2013	20.55	25.80	0.00	2.87
9	7	2013	20.08	25.13	0.00	2.81
10	7	2013	18.73	25.20	0.00	2.73
11	7	2013	19.10	26.02	0.00	2.81
12	7	2013	18.42	25.78	0.00	2.76
13	7	2013	17.88	25.73	0.00	2.73
14	7	2013	18.75	26.12	0.00	2.82
15	7	2013	21.17	26.95	0.00	3.03
16	7	2013	20.63	26.27	0.00	2.96
17	7	2013	19.57	26.65	0.00	2.93
18	7	2013	22.48	27.98	0.00	3.21
19	7	2013	21.63	27.13	0.65	3.11
20	7	2013	21.50	26.90	0.00	3.09
21	7	2013	22.33	27.80	0.00	3.22
22	7	2013	19.60	24.27	0.84	2.82
23	7	2013	11.65	16.95	0.00	1.85
24	7	2013	9.50	15.17	0.00	1.60
25	7	2013	11.07	16.30	0.00	1.78
26	7	2013	14.07	21.85	0.00	2.34
27	7	2013	18.17	26.07	0.00	2.90
28	7	2013	20.80	27.38	0.00	3.17
29	7	2013	20.12	27.00	0.00	3.11
30	7	2013	18.73	27.55	0.00	3.06
31	7	2013	18.35	27.35	0.00	3.04
1	8	2013	19.70	28.10	0.00	3.19
2	8	2013	19.82	28.80	0.00	3.26
3	8	2013	19.07	28.53	0.00	3.20
4	8	2013	19.03	28.68	0.00	3.22
5	8	2013	17.55	27.55	0.00	3.06
6	8	2013	17.13	27.40	0.00	3.03
7	8	2013	18.27	27.00	0.00	3.10
8	8	2013	19.92	27.73	0.00	3.27
9	8	2013	20.93	29.70	0.00	3.49
10	8	2013	16.52	22.53	0.00	2.70
11	8	2013	14.33	22.00	0.00	2.53
12	8	2013	16.95	26.45	0.00	3.03
13	8	2013	19.10	26.30	0.00	3.18
14	8	2013	17.55	21.82	2.96	2.77
15	8	2013	14.13	19.78	0.00	2.40
16	8	2013	17.60	25.40	0.00	3.05
17	8	2013	21.67	27.58	0.00	3.51
18	8	2013	20.90	27.38	0.00	3.46
19	8	2013	21.60	28.90	0.00	3.63
20	8	2013	21.37	29.48	0.00	3.67
21	8	2013	23.12	30.10	0.00	3.86
22	8	2013	22.25	28.65	0.00	3.71
23	8	2013	23.58	30.75	0.00	3.98
24	8	2013	22.67	30.40	0.00	3.90
25	8	2013	21.02	27.32	0.00	3.57
26	8	2013	15.85	20.73	0.00	2.71
27	8	2013	10.60	16.00	0.00	1.98
28	8	2013	14.00	20.28	0.00	2.56
29	8	2013	17.55	26.13	0.00	3.28
30	8	2013	21.90	29.45	0.00	3.87
31	8	2013	24.80	31.38	0.00	4.25
1	9	2013	24.65	30.37	1.64	4.18
2	9	2013	23.02	29.73	0.52	4.03
3	9	2013	21.35	25.55	0.95	3.59
4	9	2013	21.53	27.55	0.37	3.78
5	9	2013	23.23	28.50	0.00	4.00
6	9	2013	23.53	29.25	1.06	4.09
7	9	2013	21.45	26.25	10.91	3.71
8	9	2013	22.40	28.10	1.21	3.95
9	9	2013	22.23	28.07	0.43	3.95
10	9	2013	22.60	29.28	0.00	4.08
11	9	2013	24.50	30.57	0.00	4.35
12	9	2013	25.58	30.70	0.00	4.46
13	9	2013	23.57	30.33	0.00	4.29
14	9	2013	23.58	31.02	0.00	4.36
15	9	2013	24.10	30.03	0.00	4.34
16	9	2013	25.95	31.70	2.05	4.64
17	9	2013	24.32	30.40	1.79	4.42
18	9	2013	19.15	23.82	1.81	3.48
19	9	2013	21.17	26.95	0.00	3.91
20	9	2013	23.23	29.95	0.00	4.34
21	9	2013	25.93	30.75	0.11	4.64
22	9	2013	25.10	31.88	0.30	4.68
23	9	2013	24.93	29.83	0.00	4.51
24	9	2013	18.98	24.30	0.00	3.57
25	9	2013	18.67	24.62	0.00	3.59
26	9	2013	21.43	29.40	0.00	4.22
27	9	2013	25.15	32.73	0.00	4.82
28	9	2013	25.57	31.55	0.65	4.77
29	9	2013	24.53	31.52	0.15	4.70
30	9	2013	24.25	29.85	0.00	4.55
1	10	2013	22.75	27.17	17.41	4.21
2	10	2013	22.90	27.80	0.00	4.28
3	10	2013	24.67	29.33	0.73	4.57
4	10	2013	23.20	28.70	13.37	4.41
5	10	2013	20.35	21.50	122.47	3.56
6	10	2013	20.48	23.65	13.50	3.77
7	10	2013	19.55	24.80	7.34	3.79
8	10	2013	21.47	26.82	5.18	4.14
9	10	2013	22.25	24.75	12.70	4.04
10	10	2013	22.28	26.17	4.28	4.17
11	10	2013	21.93	26.20	4.38	4.15
12	10	2013	21.75	25.75	9.57	4.11
13	10	2013	21.53	26.72	1.99	4.18
14	10	2013	22.35	27.67	0.00	4.34
15	10	2013	22.05	24.98	9.94	4.09
16	10	2013	22.45	25.35	26.96	4.17
17	10	2013	22.20	26.73	1.92	4.27
18	10	2013	23.13	28.20	24.71	4.49
19	10	2013	22.23	25.90	14.58	4.22
20	10	2013	22.33	25.02	12.12	4.15
21	10	2013	22.20	26.05	1.53	4.24
22	10	2013	22.38	25.70	20.09	4.23
23	10	2013	21.65	23.78	11.15	4.00
24	10	2013	21.55	26.05	3.54	4.20
25	10	2013	21.82	25.23	28.97	4.16
26	10	2013	22.45	27.20	5.12	4.40
27	10	2013	22.45	28.50	11.53	4.52
28	10	2013	23.00	26.78	11.92	4.42
29	10	2013	22.48	26.97	7.47	4.39
30	10	2013	21.97	26.32	11.99	4.30
31	10	2013	21.75	24.38	24.73	4.11
1	11	2013	21.70	24.43	5.77	4.11
2	11	2013	21.22	24.15	13.65	4.05
3	11	2013	21.48	26.45	6.85	4.28
4	11	2013	21.08	23.53	7.00	3.99
5	11	2013	21.02	25.03	8.19	4.12
6	11	2013	20.65	23.32	16.11	3.94
7	11	2013	20.88	24.00	9.31	4.02
8	11	2013	21.95	24.27	13.65	4.15
9	11	2013	22.38	25.88	1.56	4.33
10	11	2013	23.27	26.95	3.09	4.51
11	11	2013	23.38	26.70	5.21	4.50
12	11	2013	22.53	25.02	15.10	4.28
13	11	2013	21.68	25.88	4.04	4.28
14	11	2013	22.90	27.32	2.48	4.53
15	11	2013	22.80	25.60	9.57	4.37
16	11	2013	22.13	24.95	12.20	4.25
17	11	2013	20.68	24.75	11.17	4.10
18	11	2013	21.85	24.15	11.25	4.16
19	11	2013	21.68	24.35	14.82	4.16
20	11	2013	21.67	25.55	3.11	4.27
21	11	2013	21.05	23.07	7.86	3.99
22	11	2013	21.38	26.42	9.35	4.33
23	11	2013	21.55	25.03	43.09	4.22
24	11	2013	21.85	24.70	11.53	4.22
25	11	2013	22.05	23.55	13.59	4.13
26	11	2013	21.63	23.80	10.91	4.12
27	11	2013	21.50	24.38	15.83	4.16
28	11	2013	22.25	25.40	16.57	4.32
29	11	2013	21.92	26.70	4.51	4.41
30	11	2013	22.70	25.60	13.39	4.38
1	12	2013	21.85	24.77	4.41	4.23
2	12	2013	22.53	25.80	15.51	4.39
3	12	2013	21.95	24.63	7.99	4.23
4	12	2013	22.00	26.57	2.12	4.41
5	12	2013	22.85	26.43	7.52	4.48
6	12	2013	22.45	26.15	2.66	4.42
7	12	2013	22.50	24.73	22.57	4.29
8	12	2013	22.35	23.98	32.25	4.21
9	12	2013	21.32	25.20	1.17	4.23
10	12	2013	21.88	25.18	13.93	4.28
11	12	2013	22.02	24.55	8.29	4.24
12	12	2013	22.27	26.05	3.20	4.40
13	12	2013	21.95	24.92	21.54	4.27
14	12	2013	21.82	22.72	68.49	4.06
15	12	2013	22.63	25.60	10.78	4.39
16	12	2013	22.45	23.40	163.56	4.18
17	12	2013	21.95	24.80	33.33	4.26
18	12	2013	22.07	23.92	176.32	4.19
19	12	2013	21.35	23.35	10.69	4.07
20	12	2013	21.83	24.78	7.32	4.25
21	12	2013	21.80	24.43	40.07	4.21
22	12	2013	20.88	24.35	11.62	4.12
23	12	2013	21.55	24.17	11.17	4.17
24	12	2013	20.77	22.23	5.85	3.92
25	12	2013	21.45	24.28	1.23	4.17
26	12	2013	21.25	25.68	0.35	4.28
27	12	2013	22.33	26.25	2.72	4.43
28	12	2013	22.35	25.15	19.94	4.33
29	12	2013	22.20	24.53	7.54	4.26
30	12	2013	22.15	25.03	12.59	4.30
31	12	2013	21.98	22.67	30.18	4.07
1	1	2014	21.78	24.42	8.06	4.21
2	1	2014	22.55	25.32	7.56	4.37
3	1	2014	21.73	25.27	11.40	4.29
4	1	2014	21.80	26.15	6.07	4.37
5	1	2014	22.10	25.10	11.21	4.30
6	1	2014	21.15	24.38	4.58	4.15
7	1	2014	20.88	23.67	26.01	4.06
8	1	2014	20.15	22.23	7.71	3.86
9	1	2014	19.98	24.32	5.70	4.04
10	1	2014	21.28	24.30	2.89	4.15
11	1	2014	20.93	22.60	17.99	3.97
12	1	2014	20.95	24.88	15.57	4.18
13	1	2014	20.15	22.85	3.30	3.92
14	1	2014	20.57	24.85	3.76	4.14
15	1	2014	20.08	23.90	7.21	4.00
16	1	2014	19.90	25.02	3.50	4.09
17	1	2014	21.05	25.30	3.80	4.22
18	1	2014	21.92	24.60	24.80	4.23
19	1	2014	21.82	24.77	11.88	4.24
20	1	2014	21.65	24.03	77.52	4.15
21	1	2014	21.28	23.40	14.54	4.06
22	1	2014	21.63	23.48	13.13	4.10
23	1	2014	21.40	23.88	6.91	4.11
24	1	2014	21.18	22.10	24.30	3.93
25	1	2014	20.10	21.23	29.85	3.75
26	1	2014	19.05	23.63	11.58	3.87
27	1	2014	20.37	23.18	85.36	3.95
28	1	2014	19.62	23.88	2.38	3.94
29	1	2014	20.18	22.13	0.06	3.83
30	1	2014	19.93	23.98	7.67	3.97
31	1	2014	20.10	23.90	5.29	3.98
1	2	2014	20.55	24.12	42.96	4.04
2	2	2014	20.18	24.35	16.70	4.02
3	2	2014	21.23	24.30	12.31	4.11
4	2	2014	21.42	24.07	14.73	4.10
5	2	2014	21.37	24.88	6.22	4.17
6	2	2014	21.55	26.55	5.08	4.33
7	2	2014	21.35	24.45	14.06	4.12
8	2	2014	21.12	23.78	13.80	4.03
9	2	2014	22.10	25.15	11.36	4.24
10	2	2014	20.77	23.57	40.41	3.98
11	2	2014	20.67	23.17	2.51	3.93
12	2	2014	21.25	23.85	11.82	4.04
13	2	2014	22.00	24.05	26.22	4.12
14	2	2014	21.02	24.45	55.73	4.06
15	2	2014	21.25	23.85	17.37	4.02
16	2	2014	21.23	23.43	8.60	3.97
17	2	2014	21.70	24.05	14.15	4.07
18	2	2014	21.65	23.78	9.22	4.03
19	2	2014	21.77	23.00	9.55	3.97
20	2	2014	21.27	23.40	3.20	3.95
21	2	2014	21.10	23.33	5.75	3.92
22	2	2014	20.70	23.13	11.08	3.87
23	2	2014	20.88	21.95	88.00	3.77
24	2	2014	20.25	22.78	1.94	3.78
25	2	2014	20.13	22.82	9.01	3.77
26	2	2014	20.70	25.47	0.43	4.04
27	2	2014	22.12	25.00	13.98	4.12
28	2	2014	21.53	23.92	3.26	3.96
1	3	2014	20.70	24.00	11.25	3.89
2	3	2014	21.77	24.47	15.81	4.02
3	3	2014	21.17	24.55	3.95	3.96
4	3	2014	21.95	24.85	15.40	4.05
5	3	2014	22.23	24.47	13.09	4.03
6	3	2014	22.68	24.67	19.29	4.08
7	3	2014	22.28	24.67	18.81	4.03
8	3	2014	22.57	25.78	17.43	4.14
9	3	2014	21.95	24.20	10.07	3.94
10	3	2014	21.95	24.28	12.46	3.94
11	3	2014	21.63	24.35	12.81	3.91
12	3	2014	21.75	24.35	59.21	3.91
13	3	2014	20.80	24.13	9.87	3.80
14	3	2014	20.60	24.20	14.64	3.78
15	3	2014	21.10	24.35	11.99	3.82
16	3	2014	20.75	25.20	1.40	3.85
17	3	2014	20.72	24.20	4.82	3.75
18	3	2014	20.30	24.58	13.91	3.74
19	3	2014	20.82	23.85	0.06	3.71
20	3	2014	21.45	24.55	11.15	3.81
21	3	2014	21.75	24.92	11.43	3.85
22	3	2014	22.65	24.55	26.07	3.88
23	3	2014	21.30	23.92	7.28	3.70
24	3	2014	20.48	23.27	8.55	3.57
25	3	2014	21.75	24.75	3.05	3.78
26	3	2014	21.98	24.95	12.05	3.80
27	3	2014	22.07	23.63	18.14	3.69
28	3	2014	21.38	22.88	4.17	3.56
29	3	2014	21.18	22.28	23.59	3.48
30	3	2014	21.10	23.40	2.64	3.56
31	3	2014	21.60	23.75	13.15	3.61
1	4	2014	22.00	25.32	15.88	3.75
2	4	2014	22.60	24.90	58.23	3.75
3	4	2014	21.90	24.23	11.40	3.63
4	4	2014	21.72	24.65	3.76	3.63
5	4	2014	20.88	25.90	1.02	3.65
6	4	2014	21.17	25.30	4.97	3.61
7	4	2014	22.50	26.10	0.93	3.76
8	4	2014	22.55	25.35	2.57	3.69
9	4	2014	22.50	25.63	8.21	3.69
10	4	2014	21.95	24.85	7.50	3.58
11	4	2014	21.65	24.55	14.15	3.52
12	4	2014	22.55	25.23	13.02	3.62
13	4	2014	21.13	25.28	8.55	3.50
14	4	2014	18.73	19.82	4.80	2.90
15	4	2014	17.78	20.40	5.64	2.86
16	4	2014	18.28	23.25	0.19	3.09
17	4	2014	20.62	25.33	4.54	3.41
18	4	2014	20.65	26.38	9.94	3.47
19	4	2014	21.35	25.00	5.42	3.41
20	4	2014	21.80	25.20	4.62	3.44
21	4	2014	21.50	25.75	2.81	3.44
22	4	2014	21.67	24.48	11.34	3.35
23	4	2014	22.20	24.92	12.14	3.41
24	4	2014	21.33	23.85	6.78	3.25
25	4	2014	21.10	21.97	1.25	3.09
26	4	2014	20.50	22.18	0.63	3.04
27	4	2014	19.82	24.18	2.07	3.12
28	4	2014	20.85	24.75	0.80	3.22
29	4	2014	20.87	25.45	1.12	3.26
30	4	2014	19.40	24.13	0.00	3.05
1	5	2014	19.20	23.85	0.00	3.00
2	5	2014	19.78	24.85	0.00	3.10
3	5	2014	20.28	25.45	0.00	3.16
4	5	2014	19.23	25.70	0.00	3.09
5	5	2014	20.07	23.92	0.00	3.02
6	5	2014	19.32	25.50	0.56	3.06
7	5	2014	21.20	24.38	3.18	3.10
8	5	2014	21.65	24.85	1.99	3.15
9	5	2014	21.03	24.70	0.00	3.08
10	5	2014	20.70	24.53	0.71	3.04
11	5	2014	20.27	24.78	1.58	3.01
12	5	2014	19.23	24.63	1.64	2.92
13	5	2014	19.85	24.25	2.74	2.93
14	5	2014	20.75	24.48	0.37	2.99
15	5	2014	21.50	25.40	0.00	3.09
16	5	2014	21.98	26.18	0.00	3.16
17	5	2014	21.45	25.43	0.02	3.06
18	5	2014	21.20	25.25	0.15	3.03
19	5	2014	22.13	25.87	1.58	3.12
20	5	2014	21.88	25.63	1.27	3.07
21	5	2014	20.75	24.10	0.54	2.89
22	5	2014	21.27	23.32	4.49	2.87
23	5	2014	18.83	22.73	1.27	2.66
24	5	2014	13.17	15.30	0.73	1.82
25	5	2014	14.13	20.48	0.09	2.20
26	5	2014	18.30	20.62	0.48	2.47
27	5	2014	15.42	20.13	0.06	2.25
28	5	2014	15.60	20.40	0.00	2.27
29	5	2014	16.65	22.40	0.13	2.46
30	5	2014	17.67	24.20	0.00	2.63
31	5	2014	18.37	25.03	0.00	2.72
1	6	2014	19.82	24.32	2.31	2.76
2	6	2014	20.60	22.07	6.44	2.66
3	6	2014	19.38	23.88	1.38	2.69
4	6	2014	20.55	25.50	0.00	2.86
5	6	2014	20.65	25.88	1.14	2.88
6	6	2014	20.13	26.18	0.00	2.86
7	6	2014	20.45	25.73	0.00	2.85
8	6	2014	20.98	25.02	0.00	2.83
9	6	2014	21.95	26.62	0.00	2.99
10	6	2014	19.98	25.33	0.00	2.78
11	6	2014	17.60	25.05	0.00	2.61
12	6	2014	18.90	24.60	0.00	2.66
13	6	2014	19.80	25.65	0.00	2.78
14	6	2014	19.28	25.00	0.00	2.71
15	6	2014	19.67	24.40	0.02	2.69
16	6	2014	19.23	23.60	0.15	2.61
17	6	2014	19.42	22.57	0.15	2.56
18	6	2014	19.38	23.63	1.14	2.62
19	6	2014	19.40	22.53	0.71	2.55
20	6	2014	19.00	22.15	0.26	2.51
21	6	2014	18.85	24.18	0.24	2.62
22	6	2014	18.15	25.75	0.00	2.67
23	6	2014	18.50	24.58	0.00	2.62
24	6	2014	17.53	24.98	0.00	2.59
25	6	2014	17.03	23.90	0.00	2.50
26	6	2014	17.30	25.25	0.00	2.60
27	6	2014	18.65	25.75	0.00	2.71
28	6	2014	17.10	19.45	0.58	2.23
29	6	2014	12.55	16.10	0.54	1.75
30	6	2014	14.65	20.07	0.22	2.13
1	7	2014	14.63	23.40	0.00	2.33
2	7	2014	16.23	24.40	0.00	2.49
3	7	2014	17.55	25.48	0.00	2.64
4	7	2014	16.60	24.87	0.00	2.55
5	7	2014	16.88	24.48	0.00	2.55
6	7	2014	17.60	25.10	0.00	2.64
7	7	2014	17.55	24.25	0.00	2.59
8	7	2014	17.57	22.23	0.06	2.47
9	7	2014	17.23	22.43	0.17	2.46
10	7	2014	17.17	22.10	0.24	2.44
11	7	2014	18.15	23.25	0.15	2.58
12	7	2014	18.42	25.70	0.00	2.76
13	7	2014	18.10	26.03	0.00	2.77
14	7	2014	18.78	26.45	0.00	2.84
15	7	2014	18.30	25.60	0.00	2.77
16	7	2014	18.67	26.20	0.00	2.84
17	7	2014	19.75	26.13	0.00	2.91
18	7	2014	19.15	25.48	0.02	2.84
19	7	2014	19.35	21.90	0.24	2.63
20	7	2014	18.35	24.10	0.13	2.71
21	7	2014	18.88	26.40	0.00	2.90
22	7	2014	21.08	27.23	0.00	3.11
23	7	2014	22.38	26.63	0.00	3.16
24	7	2014	18.65	24.13	18.45	2.77
25	7	2014	13.07	16.42	0.93	1.92
26	7	2014	14.40	20.40	0.06	2.27
27	7	2014	16.65	20.97	0.19	2.46
28	7	2014	18.75	23.82	0.24	2.80
29	7	2014	18.93	26.70	0.00	3.01
30	7	2014	20.38	27.90	0.00	3.20
31	7	2014	20.10	27.20	0.00	3.14
1	8	2014	19.45	27.33	0.00	3.12
2	8	2014	18.55	27.15	0.00	3.06
3	8	2014	19.75	26.22	0.00	3.09
4	8	2014	21.88	29.87	0.00	3.49
5	8	2014	22.73	29.55	0.00	3.54
6	8	2014	20.80	28.83	0.00	3.38
7	8	2014	20.30	28.25	0.00	3.32
8	8	2014	21.38	26.77	0.00	3.31
9	8	2014	18.95	25.97	0.02	3.10
10	8	2014	18.45	27.15	0.00	3.16
11	8	2014	21.27	28.12	0.00	3.43
12	8	2014	20.20	28.88	0.00	3.43
13	8	2014	19.93	28.45	0.00	3.39
14	8	2014	17.13	22.98	0.13	2.82
15	8	2014	19.20	26.95	0.00	3.26
16	8	2014	20.30	28.70	0.00	3.48
17	8	2014	21.25	28.57	0.00	3.55
18	8	2014	22.18	28.90	0.00	3.66
19	8	2014	22.28	29.00	0.00	3.69
20	8	2014	23.05	29.70	0.00	3.81
21	8	2014	22.10	29.40	0.00	3.74
22	8	2014	24.25	30.50	0.00	3.99
23	8	2014	24.38	31.05	0.00	4.06
24	8	2014	24.93	30.53	0.00	4.08
25	8	2014	22.33	30.48	0.00	3.90
26	8	2014	22.78	28.75	0.00	3.82
27	8	2014	20.40	26.98	0.00	3.53
28	8	2014	21.37	24.62	0.02	3.44
29	8	2014	20.48	26.52	1.47	3.53
30	8	2014	22.70	30.60	0.00	4.02
31	8	2014	23.88	30.38	1.68	4.11
1	9	2014	24.05	28.95	0.19	4.03
2	9	2014	24.13	29.97	0.32	4.13
3	9	2014	24.32	29.95	0.00	4.16
4	9	2014	23.82	30.27	1.71	4.16
5	9	2014	24.35	30.12	7.60	4.21
6	9	2014	22.60	25.75	4.41	3.75
7	9	2014	23.30	27.78	0.00	3.98
8	9	2014	23.60	29.73	4.19	4.17
9	9	2014	22.17	29.60	0.00	4.06
10	9	2014	23.10	29.65	0.00	4.15
11	9	2014	24.13	31.32	0.00	4.38
12	9	2014	24.28	32.55	0.02	4.51
13	9	2014	24.63	31.63	0.00	4.48
14	9	2014	25.85	33.03	0.00	4.70
15	9	2014	25.35	28.75	17.04	4.34
16	9	2014	21.45	26.17	0.35	3.83
17	9	2014	22.88	28.23	0.00	4.13
18	9	2014	24.05	30.28	0.00	4.40
19	9	2014	23.67	29.45	0.00	4.32
20	9	2014	23.30	28.52	2.68	4.23
21	9	2014	22.15	26.60	3.72	3.99
22	9	2014	23.48	29.42	0.00	4.34
23	9	2014	24.83	30.80	0.02	4.58
24	9	2014	24.37	29.45	0.48	4.45
25	9	2014	23.55	27.70	5.94	4.25
26	9	2014	23.85	29.08	0.00	4.40
27	9	2014	24.53	30.20	3.09	4.56
28	9	2014	24.55	30.70	0.00	4.62
29	9	2014	24.63	30.02	0.00	4.58
30	9	2014	24.97	30.65	0.00	4.67
1	10	2014	25.73	31.68	0.02	4.84
2	10	2014	24.53	29.95	1.19	4.60
3	10	2014	24.35	30.05	3.02	4.61
4	10	2014	23.28	26.82	10.48	4.25
5	10	2014	22.48	27.82	0.04	4.28
6	10	2014	24.15	30.60	0.04	4.67
7	10	2014	25.40	33.18	0.00	5.01
8	10	2014	24.82	31.68	0.00	4.84
9	10	2014	24.88	32.65	0.00	4.94
10	10	2014	26.07	33.55	0.00	5.13
11	10	2014	26.12	32.25	0.00	5.04
12	10	2014	25.18	33.55	0.00	5.08
13	10	2014	24.27	32.13	0.35	4.89
14	10	2014	26.20	32.55	0.00	5.10
15	10	2014	25.57	32.10	0.00	5.02
16	10	2014	26.95	33.90	0.00	5.30
17	10	2014	27.00	35.60	0.00	5.46
18	10	2014	26.27	34.25	0.00	5.29
19	10	2014	25.25	32.80	1.38	5.09
20	10	2014	23.55	27.63	18.08	4.49
21	10	2014	21.75	26.78	50.78	4.26
22	10	2014	24.02	28.60	5.01	4.63
23	10	2014	21.95	25.27	6.39	4.16
24	10	2014	21.95	25.92	11.10	4.23
25	10	2014	22.02	25.35	10.24	4.19
26	10	2014	22.00	26.55	23.44	4.30
27	10	2014	21.45	22.98	34.43	3.94
28	10	2014	21.98	24.68	4.95	4.14
29	10	2014	21.33	24.92	13.18	4.11
30	10	2014	22.17	24.20	18.60	4.13
31	10	2014	21.95	25.63	21.17	4.24
1	11	2014	21.80	24.05	28.10	4.09
2	11	2014	22.33	25.48	11.97	4.27
3	11	2014	21.75	25.75	2.27	4.24
4	11	2014	22.50	27.88	6.18	4.50
5	11	2014	22.85	26.48	16.09	4.42
6	11	2014	23.15	25.70	15.29	4.38
7	11	2014	22.95	27.45	4.58	4.52
8	11	2014	23.42	27.60	5.59	4.58
9	11	2014	22.95	27.00	2.79	4.49
10	11	2014	22.00	24.75	11.28	4.20
11	11	2014	22.58	26.15	1.99	4.38
12	11	2014	22.60	28.15	3.30	4.57
13	11	2014	21.70	22.32	36.16	3.97
14	11	2014	20.95	22.55	8.73	3.92
15	11	2014	21.20	24.38	0.54	4.11
16	11	2014	19.75	23.32	1.49	3.89
17	11	2014	20.77	25.73	5.34	4.20
18	11	2014	21.70	26.00	1.12	4.31
19	11	2014	22.38	25.67	15.64	4.34
20	11	2014	21.35	24.35	12.10	4.13
21	11	2014	22.30	25.10	17.06	4.29
22	11	2014	22.23	24.72	8.90	4.25
23	11	2014	21.88	24.68	9.18	4.22
24	11	2014	22.17	24.33	11.71	4.21
25	11	2014	22.75	24.70	13.76	4.30
26	11	2014	21.90	25.92	19.98	4.34
27	11	2014	22.45	24.32	12.01	4.24
28	11	2014	22.27	26.10	0.95	4.39
29	11	2014	22.23	27.00	0.06	4.47
30	11	2014	23.07	28.48	2.66	4.68
1	12	2014	23.82	29.40	19.40	4.83
2	12	2014	21.90	23.85	165.69	4.16
3	12	2014	21.38	22.45	6.39	3.98
4	12	2014	20.52	23.35	1.60	3.99
5	12	2014	20.62	25.28	7.08	4.17
6	12	2014	21.48	25.27	15.06	4.25
7	12	2014	21.20	22.55	6.57	3.98
8	12	2014	21.22	23.15	12.70	4.04
9	12	2014	20.75	22.80	15.90	3.96
10	12	2014	21.23	24.15	1.73	4.13
11	12	2014	22.38	25.45	14.80	4.35
12	12	2014	21.67	24.50	12.96	4.20
13	12	2014	22.55	24.48	21.02	4.28
14	12	2014	22.25	24.65	15.40	4.27
15	12	2014	22.13	25.07	16.11	4.30
16	12	2014	22.25	23.95	22.81	4.21
17	12	2014	22.10	24.90	11.10	4.28
18	12	2014	22.20	24.12	24.62	4.22
19	12	2014	21.83	24.55	6.52	4.23
20	12	2014	22.13	25.25	4.00	4.32
21	12	2014	22.20	25.57	3.82	4.35
22	12	2014	22.43	24.05	24.30	4.24
23	12	2014	20.57	23.08	7.24	3.98
24	12	2014	20.00	23.22	4.64	3.94
25	12	2014	21.70	24.50	28.23	4.21
26	12	2014	21.73	24.50	31.08	4.21
27	12	2014	20.33	24.80	1.90	4.11
28	12	2014	21.65	26.00	1.27	4.34
29	12	2014	22.32	26.05	1.08	4.41
30	12	2014	22.25	26.60	1.73	4.45
31	12	2014	21.90	25.90	4.82	4.36
1	1	2015	22.60	25.80	2.46	4.41
2	1	2015	21.73	25.45	6.39	4.30
3	1	2015	20.97	26.42	7.17	4.32
4	1	2015	22.55	26.50	5.29	4.47
5	1	2015	22.20	25.50	9.98	4.35
6	1	2015	21.85	25.37	3.20	4.31
7	1	2015	21.05	25.02	3.22	4.20
8	1	2015	21.18	25.32	7.43	4.24
9	1	2015	21.95	26.20	6.46	4.39
10	1	2015	21.25	25.45	6.63	4.26
11	1	2015	22.00	26.90	0.00	4.46
12	1	2015	22.17	25.42	16.96	4.34
13	1	2015	21.23	25.03	11.38	4.21
14	1	2015	20.70	25.35	2.33	4.19
15	1	2015	22.05	27.38	6.87	4.50
16	1	2015	21.40	26.60	4.92	4.37
17	1	2015	21.05	24.72	10.09	4.17
18	1	2015	21.25	24.67	3.11	4.18
19	1	2015	20.63	25.35	8.66	4.18
20	1	2015	21.30	24.05	9.07	4.12
21	1	2015	20.75	25.57	5.75	4.21
22	1	2015	22.53	25.05	5.12	4.32
23	1	2015	19.57	25.32	6.44	4.08
24	1	2015	21.12	24.67	16.03	4.16
25	1	2015	20.00	23.80	3.46	3.98
26	1	2015	21.23	22.28	20.02	3.95
27	1	2015	21.17	23.73	6.03	4.07
28	1	2015	21.57	23.87	65.32	4.12
29	1	2015	21.07	23.38	0.80	4.03
30	1	2015	20.93	26.15	1.19	4.26
31	1	2015	22.27	27.63	4.10	4.51
1	2	2015	22.45	27.85	4.08	4.55
2	2	2015	22.45	26.90	2.92	4.46
3	2	2015	21.80	26.50	9.85	4.36
4	2	2015	22.15	24.82	8.55	4.24
5	2	2015	22.45	25.55	14.13	4.33
6	2	2015	22.62	24.78	18.36	4.27
7	2	2015	22.10	23.83	13.05	4.13
